0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,rate,p,n
-2.13,-2.13,-0.25,-1.75,-3,-0.88,0.12,-0.88,-0.37,-2.5,0.75,0.63,4.38,-2.5,-1.12,-1.37,-4.63,-1.63,-2.13,-0.75,1.12,0.75,1.63,0.12,0.5,0.88,0.5,1.63,4.5,1.37,2.63,6.38,-11.13,-15.5,-27.37,-17.37,0.544742755,0,0,1
-2.25,-2.13,-0.37,-1.37,-3.25,-1,0.25,-0.88,-0.25,-2.25,0.75,0.25,4.13,-2.75,-0.63,7.63,-5,-1.25,-2,-0.63,1.63,0.25,0.88,0.75,0.37,1.5,0.37,2.13,4.38,1,2.75,-10,-1,-14.5,17.62,9.38,0.507414804,0,0,0
-2.13,-1.88,-0.37,-1.63,-3.13,-1,0.25,-0.75,-0.25,-2.38,0.88,0.12,3.75,-2.5,-1.37,0.12,-4.88,-1.63,-1.5,-0.63,0.63,0.5,1.37,0.63,0.75,0.63,0.75,1.5,4.5,1.25,2.63,-18.75,-4.5,18.25,-0.25,-9.88,0.473567013,0,0,1
-2.13,-2.13,-0.25,-1.63,-3.25,-0.88,0.25,-1.12,-0.25,-2.25,0.75,0.25,5,-2.75,-0.88,0.5,-4.75,-1.37,-2.25,-0.75,1.25,0.37,1.75,0.88,0,0.88,0.12,1.88,4.5,1.5,2.88,31.62,3.75,-16.25,-4.75,-25.37,0.44425632,0,0,0
-2.25,-2.13,-0.37,-1.5,-3.25,-1,0.25,-0.88,-0.25,-2.13,0.75,0.37,4,-2.63,-1.12,-3.63,-5.13,-1.63,-1.88,-0.88,1.5,0.5,0.75,0.63,0.37,0.88,0.5,1.63,4.75,1,2.63,0.5,-9.38,-17.25,-14.5,26.87,0.42098063,0,0,0
-2.25,-2.13,-0.25,-1.63,-3.25,-0.75,0.25,-0.75,-0.12,-2.5,1,0.25,4.63,-2.5,-1,1.25,-5,-1.5,-2.13,-0.25,1.12,0,1.25,0.63,0.88,1.12,0.88,1.88,3.88,1.37,2.75,-9.5,-14.25,0.88,8,-6,0.405872762,0,0,0
-2.13,-2,-0.37,-1.5,-3.13,-0.75,0.37,-0.88,-0.37,-2.38,0.75,0.12,4.5,-2.88,-1,0.63,-4.88,-0.88,-1.75,-1,1.12,0.25,1.37,1.25,0.37,0.25,0.12,1.5,4.5,1.25,3,-3.25,5.38,-6,-10.38,1,0.401966926,0,0,0
-2.25,-2.13,-0.37,-1.5,-3,-0.88,0,-0.75,-0.37,-2.38,0.5,0.5,4,-2.5,-1,-4.88,-4.75,-1.5,-2.13,-0.63,1.12,0.75,1.63,0.5,0.5,0.88,0.5,1.5,4.63,1.5,2.63,4.63,-10.25,4.75,-18.5,-20,0.413196371,0,0,0
-2.13,-2.13,-0.25,-1.63,-3.25,-0.88,0.25,-1,0,-2.13,0.75,0.25,4.88,-2.5,-0.37,1.5,-5,-1.37,-2,-1,1.5,0,0.88,0.5,0.25,1.37,0.37,2,4.25,0.75,2.75,0.37,0.12,-19.87,7.63,6.88,0.443464379,0,0,0
-2.25,-2.13,-0.37,-1.5,-3.13,-0.75,0.25,-0.88,-0.37,-2.38,0.75,0.25,2.5,-2.5,-1.12,-0.12,-4.88,-1.5,-1.5,-0.75,0.5,0.37,1.25,0.63,0.88,0.63,0.75,1.37,4.63,1.25,2.75,-30.37,-8.75,26.5,-0.25,-10.75,0.494272034,0,1,0
-2.13,-2.13,-0.37,-1.5,-3.25,-0.75,0.25,-0.88,-0.25,-2.38,0.75,0.37,9,-2.88,-0.88,0.25,-4.63,-1,-2.13,-0.75,1.37,0.25,1.75,1,-0.12,0.88,0.25,1.75,4.5,1.63,2.88,27,5.13,-0.12,-4.38,-18.12,0.562113425,1,1,0
-2.25,-2.13,-0.37,-1.37,-2.88,-1,0.25,-0.88,-0.25,-2.13,1,0.37,3.75,-2.88,-1,-4,-4.88,-1.63,-1.88,-0.88,1.37,0.75,1.25,0.25,0.37,0.75,0.37,1.63,4.75,1.12,2.38,-10.38,-10.25,-10.13,-15,11.63,0.638736137,0,1,0
-2.25,-2.13,-0.25,-1.63,-3,-0.88,0.25,-0.75,-0.25,-2.38,0.5,0.37,4.25,-2.5,-0.75,1.63,-4.88,-1.37,-2,-0.25,1.5,-0.37,1.75,0.63,0.5,1.12,0.88,1.75,4,1.37,2.75,-5,-15.13,-4.38,6.75,-6.38,0.714831678,0,1,0
-2.13,-2,-0.37,-1.5,-3.13,-1,0.37,-0.88,-0.5,-2.38,0.75,0.12,4.13,-2.5,-1,0.63,-5.13,-0.88,-1.75,-1.12,1.12,0.25,1.25,1.25,0.37,0.5,0.25,1.88,4.63,1.25,2.88,-13.25,25.87,4.13,0,0.25,0.783521315,0,1,0
-2.25,-2.13,-0.37,-1.63,-3.25,-0.75,0.12,-0.88,-0.25,-2.38,0.5,0.37,4.75,-2.5,-1.12,-1.25,-4.38,-1.5,-2.13,-0.75,1.12,0.63,1.75,0.37,0.37,0.88,0.63,1.63,4.5,1.63,2.5,6.25,-9.63,0.75,-11.38,-10,0.841239709,1,1,0
-2.25,-2.13,-0.25,-1.5,-3.25,-1,0.25,-1,0,-2.25,0.75,0.12,4.38,-2.5,-0.63,6.75,-5,-1.37,-2,-0.88,1.37,0.12,0.88,0.75,0.37,1.25,0.37,2.25,4.38,0.88,2.75,-10.13,-0.5,-21.62,2.5,7.63,0.886909105,0,0,0
-2.25,-2.13,-0.37,-1.5,-3.25,-1,0.25,-0.63,-0.25,-2.25,0.63,0.12,3.63,-2.25,-1.12,0.12,-5,-1.5,-1.5,-0.5,0.63,-0.12,1.37,0.5,1,0.63,0.63,1.25,4.5,1.25,2.75,-24.25,-7.5,34.63,-7,0,0.920850591,0,1,0
-2.13,-2,-0.37,-1.63,-3.25,-0.88,0.25,-1,-0.12,-2.25,0.75,0.12,5.88,-2.88,-1,0.12,-4.75,-1.25,-2.13,-0.63,1.25,0.25,1.88,0.75,-0.25,0.88,0.37,1.75,4.38,1.5,2.75,26.25,7,-15.25,-4.38,-23.12,0.944023203,1,0,0
-2.25,-2.13,-0.37,-1.5,-2.88,-1.12,0.25,-0.88,-0.25,-2.38,1,0.25,3.88,-2.63,-0.88,-4.38,-4.88,-1.5,-1.75,-0.88,1.25,0.63,1.12,0.37,0.5,0.75,0.37,1.5,4.75,1.12,2.5,-10.5,-9.13,-11.63,-20.87,13,0.957627745,0,0,0
-2.13,-2.13,0,-1.75,-3.25,-1.12,0.25,-0.75,0,-2.5,1,0.25,4.5,-2.38,-0.75,3.75,-4.88,-1.37,-2,-0.37,1.25,-0.25,1,0.75,1,1.25,0.88,1.88,3.88,1.37,2.75,-4.88,-14.63,0,10.88,-5.63,0.962962074,0,0,0
-2.13,-2.13,-0.37,-1.63,-3.25,-1.25,0.37,-0.75,-0.37,-2.25,0.75,0.12,5.13,-2.63,-0.75,0.5,-4.88,-1.25,-1.88,-1.12,1.25,0.37,1.25,0.88,0.25,0.5,0.25,1.5,4.63,1.25,2.88,-2.63,26.12,-0.88,-14.88,0.75,0.961404734,1,0,0
-2.25,-2.13,-0.37,-1.63,-3.13,-0.75,0.12,-1,-0.25,-2.38,0.75,0.37,4,-2.5,-1.25,-1,-4.38,-1.5,-2.13,-0.88,1.12,0.5,1.5,0.5,0.37,0.88,0.5,1.63,4.38,1.5,2.75,6.75,-1.25,-15.13,-28.62,-14.25,0.954442828,0,0,0
-2.13,-2.13,-0.25,-1.37,-3.25,-1,0.25,-0.88,-0.25,-2.13,0.75,0.25,4.13,-2.75,-0.75,2.25,-5,-1.37,-2,-1,1.37,0.12,0.63,0.75,0.37,1.5,0.37,2,4.63,0.88,2.75,-10.25,-0.12,-20.62,7.63,7.13,0.943724795,0,0,0
-2.25,-2,-0.37,-1.63,-3.25,-1,0.25,-0.75,-0.25,-2.38,1,0.25,1.88,-2.5,-1.12,-0.12,-5,-1.5,-1.63,-0.63,0.75,0.25,1.37,0.63,1,0.63,0.75,1.25,4.75,1.25,2.63,-26,-4.5,25.12,-0.37,-9.75,0.931155948,1,0,0
-2.13,-2.13,-0.37,-1.63,-3.13,-0.75,0.37,-1,-0.25,-2.5,0.75,0.12,9.13,-2.5,-0.75,0.37,-4.75,-1.25,-2.13,-0.75,1.25,0.25,1.75,0.88,-0.12,1,0.12,1.88,4.63,1.5,2.88,25.12,3.38,0.88,-9.88,-16.25,0.919040751,0,0,0
-2.13,-2.13,-0.37,-1.5,-3,-1,0.12,-0.88,-0.37,-2.38,1.12,0.25,4,-2.63,-1,-10.13,-4.88,-1.63,-1.88,-0.88,1.12,0.75,1.12,0.25,0.5,0.75,0.5,1.63,4.75,1.25,2.38,0.25,-10,-5.38,-15,2.5,0.910212728,0,0,0
-2.13,-2.13,-0.37,-1.63,-3.25,-1,0.25,-0.88,-0.12,-2.5,0.88,0.25,4.88,-2.5,-0.63,0.88,-4.88,-1.37,-2.13,-0.37,1.25,-0.25,1.37,0.75,0.75,1.12,1,1.88,4.13,1.12,2.75,0.37,-10.13,-4.75,8,-4.88,0.907972147,1,0,0
-2.13,-2,-0.37,-1.5,-3.25,-1,0.25,-0.88,-0.25,-2.25,0.88,0.12,5.5,-2.5,-1,0.88,-4.88,-1.12,-1.75,-1.12,1.12,0.63,1.37,1.25,0.5,0.25,0.37,1.5,4.63,1.25,3,-4.63,11.5,3.88,-11,-5.25,0.915557774,0,0,0
-2.25,-2.13,-0.37,-1.63,-3,-0.88,0.12,-0.88,-0.37,-2.38,1,0.5,4.5,-2.5,-1.25,0,-4.75,-1.37,-2.25,-0.63,1.12,0.63,1.75,0.37,0.5,1,0.37,1.63,4.63,1.5,2.5,5.88,-5.13,-0.37,-7,-20.37,0.935079357,0,0,0
-2.13,-2.13,-0.25,-1.5,-3.38,-1,0.37,-0.88,-0.25,-2.38,0.75,0.12,4.63,-2.63,-0.88,0.5,-5,-1.5,-2,-1,1.75,0.5,0.88,0.75,0.25,1.25,0.37,2.25,4.63,0.88,2.63,-9.75,0.37,-25,1.75,4,0.966303539,1,1,0
-2.25,-2,-0.25,-1.63,-3.25,-1,0.12,-0.75,-0.25,-2.38,0.88,0.25,1.5,-2.25,-1.12,0,-4.75,-1.37,-1.5,-0.63,0.88,0.37,1.37,0.5,0.63,0.88,0.88,1.63,4.38,1.25,2.63,-23.12,-10,36.63,4.25,-10,1.005818015,0,0,0
-2.13,-2.13,-0.37,-1.5,-3.25,-0.88,0.37,-1.12,-0.25,-2.25,0.75,0.12,11.25,-2.63,-0.88,0,-4.75,-1.12,-2.25,-0.88,1.25,0.37,1.75,1.12,-0.12,0.88,0,1.63,4.5,1.37,2.88,13.25,6.5,-2,-9,-11.25,1.047265143,1,1,0
-2.13,-2.13,-0.37,-1.37,-3.13,-1.12,0.12,-0.75,-0.25,-2,0.75,0.37,3.38,-2.5,-1.25,-3.63,-4.75,-1.5,-2.13,-0.75,1.25,0.63,1.12,0.12,0.37,0.88,0.5,1.63,4.75,1.37,2.38,-10.25,-0.37,3.63,-15.5,-2.88,1.083578436,0,0,0
-2.25,-2.13,-0.37,-1.63,-3.25,-0.88,0.12,-0.88,0.12,-2.38,0.88,0.37,4.25,-2.38,-1,0.63,-5,-1.37,-2.13,-0.37,1.5,-0.25,1.37,0.75,0.63,1.25,1.12,1.88,4,1.25,2.63,-9.38,-19.12,-10,14.63,-0.75,1.110193973,1,0,0
-2.13,-2,-0.5,-1.63,-3.25,-1,0.37,-0.88,-0.5,-2.38,0.75,0.12,4.25,-2.5,-1,0.37,-4.88,-1.12,-1.63,-1.12,1.12,0.12,1.37,1.12,0.37,0.37,0.25,1.5,4.63,1.25,3,-9.63,17.12,4.75,-9.75,-10.38,1.126387662,0,1,0
-2.25,-2.13,-0.37,-1.63,-3.13,-0.88,0.12,-1,-0.25,-2.38,0.63,0.37,4.13,-2.63,-1.12,-0.37,-4.75,-1.5,-2.25,-0.75,1,0.37,1.37,0.37,0.37,0.88,0.5,1.5,4.38,1.63,2.88,6.13,-5.13,-14.75,-7.25,-16.12,1.134215571,1,0,0
-2.13,-2.13,-0.37,-1.5,-3.25,-1.12,0.37,-1,0,-2.13,1,0.37,4.63,-2.63,-0.63,1.88,-5,-1.37,-1.88,-0.88,1.63,0.63,0.75,0.75,0.37,1.12,0.37,2.25,4.38,0.75,2.63,-9.5,0.12,-27,-4.13,6.13,1.136836471,0,0,0
-2.25,-2,-0.37,-1.63,-3.25,-0.88,0.12,-0.75,-0.12,-2.38,0.75,0.25,2.88,-2.38,-1.12,4.5,-4.88,-1.37,-1.63,-0.63,0.75,0.37,1.37,0.37,1,0.88,0.75,1.37,4.38,1.25,2.75,-16.5,-5.13,37.25,-0.88,0,1.137380408,1,0,0
-2.25,-2,-0.37,-1.63,-3.25,-0.75,0.37,-0.88,-0.25,-2.38,0.63,0.37,7,-2.88,-0.63,0.12,-5,-1.12,-2.13,-1,1.37,0.12,1.63,1.12,0,1,-0.25,1.75,4.5,1.25,2.88,12.5,6,-15.63,-5,3.38,1.1384103,0,0,0
-2.25,-2.13,-0.37,-1.5,-3.13,-1.12,0.12,-0.88,-0.37,-2.13,0.75,0.37,3.88,-2.5,-0.88,-4.25,-4.88,-1.75,-1.88,-0.75,1.12,0.75,1.37,0.12,0.5,0.75,0.5,1.63,5,1.37,2.38,-5.13,-10,-9.25,-20.12,-3,1.141703244,1,0,0
-2.25,-2.13,-0.37,-1.5,-3.38,-1,0.25,-0.88,-0.12,-2.38,0.75,0.25,4.5,-2.25,-1,2.38,-4.88,-1.37,-2,-0.5,1.37,-0.12,1.37,0.5,0.37,1.25,0.88,2,4.13,1.12,2.75,-10.13,-20.37,-4.5,31.12,-0.88,1.148168077,0,0,0
-2.25,-2,-0.5,-1.75,-3.25,-1,0.25,-0.75,-0.25,-2.38,0.88,0.25,4.63,-2.63,-0.75,0.5,-5,-1.12,-1.88,-1,1.12,0.63,1.25,1.12,0.5,0.37,0.25,1.37,4.5,1.12,2.75,-4.88,17,10,-10.5,-11.13,1.15784411,1,0,0
-2.25,-2.25,-0.37,-1.75,-3,-0.88,0.12,-0.88,-0.25,-2.38,0.5,0.5,4.63,-2.75,-0.88,-0.12,-4.5,-1.5,-2.13,-0.75,1.12,0.5,1.63,0.37,0.5,0.88,0.5,1.63,4.38,1.63,2.75,7.38,-5.75,-15,-6.38,-10.63,1.16999018,0,0,0
-2.13,-2.25,-0.37,-1.5,-3.25,-1.12,0.25,-0.88,-0.25,-2.25,0.88,0.37,4.13,-2.75,-0.63,5.63,-5,-1.5,-1.88,-0.88,1.5,0.37,0.88,0.75,0.25,1.25,0.5,2,4.63,0.75,2.75,1,1.25,-36.38,-4.75,15.75,1.183252027,1,0,0
-2.25,-2.13,-0.37,-1.75,-3.25,-0.75,0.12,-0.75,-0.25,-2.25,0.75,0.37,1.5,-2.5,-0.88,0.63,-4.88,-1.5,-1.37,-0.63,0.75,0.25,1.5,0.5,0.75,0.88,0.88,1.5,4.13,1.25,2.75,-13.13,-8.38,41.5,-2,-16.25,1.195800495,0,1,0
-2.13,-2.13,-0.37,-1.5,-3.25,-0.5,0.37,-1,-0.25,-2.25,0.63,0.25,10.13,-2.5,-0.5,0.25,-4.88,-1,-2.13,-0.88,1.25,0.12,1.5,1.5,-0.12,0.88,-0.12,1.63,4.38,1.25,2.88,12.25,8.13,-15.63,-5.5,2.75,1.205251458,1,0,0
-2.25,-2.13,-0.37,-1.5,-3,-0.88,0,-0.88,-0.25,-2.25,1.12,0.5,4.25,-2.63,-1,-4.38,-4.75,-1.63,-2,-0.75,1.12,0.75,1.25,0.25,0.37,0.75,0.5,1.75,4.88,1.37,2.25,-5.63,-10,5.13,-20.12,-2.88,1.208333114,0,0,0
-2.25,-2.13,-0.37,-1.63,-3.25,-0.88,0.25,-1,-0.25,-2.38,0.5,0.25,4.75,-2.25,-0.75,4.88,-4.88,-1.37,-1.88,-0.37,1.37,0,1.5,0.75,0.25,1.25,1,1.88,4.13,1.12,2.63,-9.88,-13.5,-3.38,21.25,0.37,1.200908439,1,0,0
-2.13,-2,-0.5,-1.63,-3.25,-1.12,0.25,-0.75,-0.5,-2.38,0.88,0,4.5,-2.5,-1.12,0.25,-4.88,-1.37,-1.63,-1,1.12,0.37,1.12,1.12,0.63,0.37,0.37,1.25,4.38,1.25,2.75,-18.5,22.75,4.25,-1.25,-9.63,1.179567603,0,0,0
-2.25,-2.13,-0.37,-1.63,-3.13,-0.88,0.12,-0.88,-0.25,-2.25,0.75,0.37,5.75,-2.5,-0.88,0.12,-4.63,-1.25,-2.25,-0.75,1.12,0.37,1.63,0.37,0.25,0.88,0.37,1.63,4.38,1.63,2.75,9.25,-5,0,-4.88,-15.25,1.144365195,1,0,1
-2.13,-2.13,-0.37,-1.5,-3.13,-0.88,0.25,-0.88,-0.25,-2.5,0.88,0.12,4.13,-2.5,-0.63,-4.25,-5,-1.37,-1.88,-0.88,1.75,0.5,0.75,0.75,0.37,0.88,0.37,2.25,4.63,1,2.75,-9.88,-4.75,-36.38,-3.88,32.88,1.099283167,0,0,1
-2.25,-2.13,-0.25,-1.63,-3.38,-1,0.12,-0.75,-0.12,-2.38,0.63,0.25,3,-2.25,-1,4.38,-4.88,-1.5,-1.5,-0.63,1,0.37,1.37,0.5,1,1,0.75,1.5,4.13,1.25,2.63,-12.88,-5,37.38,2.63,-10.13,1.049635278,1,0,0
-2.13,-2.13,-0.37,-1.63,-3.38,-0.88,0.37,-1,-0.25,-2.25,0.63,0.25,5.38,-2.5,-1.12,0.37,-4.88,-1.12,-2.25,-1.12,1.37,0.37,1.37,1.12,0,0.88,0,1.63,4.5,1.12,2.88,7.25,5.38,-10.63,0.37,4.5,0.999749309,0,0,1
-2.25,-2.13,-0.37,-1.5,-3,-1,0,-1,-0.25,-2.25,0.88,0.25,3.38,-2.5,-1,-3.75,-4.75,-1.75,-2,-0.88,1.12,0.75,1.5,0,0.5,0.75,0.63,1.75,4.88,1.25,2.5,0,-10.5,5.38,-25.62,-4.38,0.952334029,0,0,1
-2.25,-2.13,-0.25,-1.5,-3,-1,0.25,-0.88,0,-2.5,0.88,0.12,4.63,-2.38,-1,6.38,-4.88,-1.25,-2,-0.12,1.5,-0.12,1.37,0.75,0.25,1.25,0.63,2,4.25,1.12,2.63,-9.38,-16.62,-10,36.88,8.75,0.908686753,1,0,0
-2.25,-2.13,-0.5,-1.63,-3.38,-1,0.37,-0.63,-0.37,-2.38,0.75,0.12,4.5,-2.5,-1.5,0.12,-4.75,-1.5,-1.75,-0.88,0.75,0.37,1.25,0.75,0.75,0.63,0.75,1.37,4.38,1.12,2.63,-9.5,1.63,7.13,-0.5,-10.13,0.86903976,0,0,1
-2.25,-2.13,-0.37,-1.63,-2.88,-0.88,0.12,-1.12,-0.25,-2.38,0.63,0.25,4.63,-2.63,-0.88,-0.25,-4.38,-1.25,-2.25,-0.75,1.12,0.12,1.88,1,0.25,1,0.5,1.63,4.38,1.5,2.75,11.5,-0.75,-0.37,-5.38,-16.62,0.832876491,0,0,0
-2.25,-2.13,-0.37,-1.5,-2.88,-1.12,0.12,-0.88,-0.25,-2.13,1.12,0.63,4,-2.75,-0.88,-8,-5,-1.37,-2,-0.75,1.5,0.63,0.75,0.37,0.37,0.88,0.37,1.88,5,1.12,2.63,-9.5,-9.75,-33.38,-9.63,11.63,0.799239425,0,0,1
-2.25,-2,-0.37,-1.63,-3.25,-0.88,0,-0.75,-0.12,-2.5,0.63,0.25,4.13,-2.5,-1.12,5.63,-4.88,-1.5,-1.75,-0.37,1,0.5,1.37,0.63,1,1.25,0.88,1.63,4,1.25,2.63,-5.13,-9.63,23.25,14.13,-10.63,0.767048487,1,0,0
-2.13,-2.13,-0.37,-1.63,-3.13,-0.88,0.37,-0.88,-0.25,-2.25,0.88,0.12,4.88,-2.75,-1,0.25,-5,-1,-1.75,-1,1.25,0.25,1.12,1.12,0,0.75,0.25,1.63,4.5,1.12,3,1,5.75,-10.88,-10.38,0.88,0.735397822,0,0,1
-2.13,-2.13,-0.37,-1.63,-3,-0.88,0,-0.88,-0.12,-2.38,0.5,0.37,3.5,-2.5,-0.88,-5.88,-4.75,-1.63,-2,-0.75,1.12,0.75,1.5,0.25,0.5,0.88,0.63,1.75,4.88,1.5,2.63,0,-10.75,-0.12,-37,-8.38,0.703765869,0,0,0
-2.25,-2.13,-0.25,-1.63,-3.25,-1,0.25,-1,-0.12,-2.13,0.88,0.25,4.88,-2.25,-0.88,6.5,-5,-1.25,-2,-0.63,1.63,0,1,0.63,0.37,1.37,0.37,1.88,4.25,1,2.75,0.88,-1.5,-13.5,26.75,6.88,0.672092603,0,0,1
-2.13,-1.88,-0.37,-1.63,-3,-1,0.37,-0.88,-0.25,-2.38,0.88,0.25,4.63,-2.63,-1,-0.25,-4.75,-1.37,-1.75,-0.88,0.63,0.25,1.37,0.5,0.75,0.5,0.75,1.12,4.63,1.25,2.63,-20,1.37,6,0.37,-9.88,0.640748039,0,0,0
-2.25,-2.13,-0.37,-1.5,-3.5,-0.88,0.25,-1,-0.25,-2.5,0.75,0.25,4.5,-2.63,-0.88,0.12,-4.5,-1.12,-2.13,-0.75,1.12,0.12,1.75,0.75,0,0.88,0.37,1.63,4.38,1.63,2.75,31.5,-1.25,-0.12,-5,-11.75,0.610488767,1,0,1
-2.25,-2.13,-0.37,-1.5,-3.13,-1,0.12,-0.88,-0.25,-2.25,0.88,0.37,3.88,-2.88,-0.75,-4.75,-5.13,-1.63,-1.88,-0.88,1.63,0.63,1.12,0.5,0.37,0.75,0.37,1.88,4.75,1.12,2.5,-10.25,-9.5,-12.63,-14.38,11.88,0.582512856,0,0,0
-2.13,-2,-0.25,-1.63,-3.13,-0.88,0.25,-0.88,-0.12,-2.5,0.75,0.37,4.75,-2.5,-0.88,0.75,-4.75,-1.37,-2.13,-0.5,1.12,-0.25,1.37,0.63,0.75,1.12,1,1.63,3.88,1.12,2.63,-5.63,-10,11.75,7.63,-10,0.558654302,0,0,0
-2.13,-2.13,-0.5,-1.5,-3.38,-1,0.37,-0.88,-0.37,-2.25,0.75,0.25,4.75,-2.63,-1,0.25,-5,-1.25,-2,-1.25,1.25,0.25,1,1,0.37,0.5,0.25,1.5,4.5,1.12,2.88,-9.38,19.62,-5.38,0,1,0.541615652,0,0,0
-2.13,-2.13,-0.37,-1.63,-3.13,-0.88,0,-0.88,-0.25,-2.5,0.88,0.37,4.5,-2.5,-1,-5.75,-4.75,-1.37,-2.13,-0.63,1,0.88,1.63,-0.12,0.37,0.88,0.63,1.63,4.63,1.5,2.63,4.88,0.63,-15,-23.62,-14.63,0.534966399,0,0,0
-2.13,-2.13,-0.25,-1.63,-3.25,-1,0.25,-0.88,-0.12,-2.13,0.75,0.12,4.5,-2.63,-0.75,2.13,-4.88,-1.37,-2,-0.63,1.37,0,0.75,0.75,0.25,1.25,0.37,2.25,4.38,0.88,2.75,-10.5,-1.63,-15.13,17.87,6.63,0.542550121,0,0,0
-2.13,-2,-0.5,-1.75,-3.25,-1,0.25,-0.63,-0.25,-2.38,0.88,0.25,3.75,-2.38,-1.12,0.37,-4.88,-1.5,-1.5,-0.37,0.88,0.25,1.37,0.5,0.88,0.63,0.75,1.25,4.5,1.12,2.5,-24.62,-4.13,17.62,-4.75,-9.88,0.567074154,0,0,0
-2.13,-2,-0.37,-1.5,-3.25,-1.12,0.25,-1.12,-0.25,-2.38,0.5,0.63,5.38,-2.75,-1,0.25,-4.63,-1.12,-2.38,-0.75,1.12,0.12,1.88,0.75,-0.25,0.88,0.25,1.75,4.38,1.5,2.88,32,5.13,-13.75,-0.25,-26.75,0.60836787,1,1,0
-2.25,-2,-0.37,-1.5,-3.13,-1.12,0.25,-0.88,-0.37,-2.25,1,0.5,4,-2.63,-0.88,-4.5,-5.13,-1.63,-1.88,-0.75,1.37,0.75,1.12,0.37,0.37,0.75,0.37,1.75,5,1,2.5,-0.5,-9.75,-9.88,-16,26.5,0.662801625,0,1,0
-2.25,-2,-0.25,-1.63,-3.25,-1.12,0.12,-0.75,0.12,-2.5,0.75,0.37,4.63,-2.5,-1,1.88,-4.88,-1.37,-2.25,-0.37,1.25,-0.25,1.5,0.75,0.75,1.37,1,1.75,3.88,1.12,2.63,-4.38,-15,0.63,6.25,-5.75,0.724703716,0,1,0
-2.13,-2.13,-0.5,-1.5,-3.25,-0.88,0.37,-0.75,-0.37,-2.38,0.75,0,5,-2.88,-1.12,0.37,-5,-1,-1.75,-1.12,1.25,0.5,1.37,1.25,0.25,0.37,0.25,1.63,4.5,1.12,2.88,-2.88,26.5,-1.88,-0.25,0.37,0.788516368,0,0,0
-2.25,-2.25,-0.37,-1.75,-3.13,-0.75,0.12,-0.75,-0.25,-2.5,0.63,0.37,4.63,-2.5,-1,-0.88,-4.75,-1.5,-2,-0.5,1.25,1,1.63,0.37,0.37,0.88,0.5,1.75,4.63,1.5,2.5,5.25,-10.75,-15.5,-7.38,-13.5,0.850058675,1,1,0
-2.25,-2.13,-0.37,-1.63,-3.25,-1.12,0.25,-0.88,-0.12,-2.13,0.88,0.12,4.75,-2.75,-0.75,6.75,-4.88,-1.37,-2.13,-1,1.37,0.25,1.25,0.63,0.37,1.25,0.37,2,4.63,0.88,2.75,-0.37,0.37,-25.87,2.5,7.75,0.906656884,0,1,0
-2.25,-2,-0.37,-1.75,-3.25,-0.88,0.12,-0.75,-0.25,-2.38,0.88,0.25,2.75,-2.5,-1,0.25,-4.75,-1.5,-1.37,-0.5,0.75,0.25,1.25,0.75,0.75,0.63,0.63,1.37,4.5,1.25,2.63,-30.25,-5.13,37.38,-6.13,-10.25,0.956750468,0,1,0
-2.25,-2.13,-0.37,-1.63,-3.25,-1,0.25,-1,-0.25,-2.25,0.88,0.25,5.38,-2.63,-1.37,0.12,-4.75,-1.12,-2.13,-0.88,1.37,0.25,1.75,0.88,-0.12,0.88,0.12,1.63,4.38,1.37,2.75,26.87,3.63,-15.25,-4.5,-8.63,0.999479567,1,0,0
-2.25,-2.13,-0.37,-1.5,-3.38,-1,0.25,-1,-0.25,-2.38,1.12,0.12,3.63,-2.5,-1.12,-4.38,-4.88,-1.63,-1.88,-1,1.37,0.63,1.12,0.37,0.5,0.88,0.5,1.63,4.88,1.25,2.5,-9.75,1.25,-12,-15.25,12.88,1.03443423,0,0,0
-2.13,-2.13,-0.25,-1.63,-3.25,-1,0.25,-0.75,-0.25,-2.38,0.88,0.37,4.63,-2.25,-0.88,1.88,-4.88,-1.37,-2,-0.5,1.25,-0.5,1.5,0.75,0.63,1.12,1,1.88,3.88,1.25,2.75,-5.25,-19.25,1,1.25,-6.38,1.061549751,1,1,0
-2.25,-2.13,-0.37,-1.5,-3.38,-1,0.25,-0.88,-0.37,-2.25,0.75,0.12,4.5,-2.75,-1,0.63,-5,-1,-1.75,-1.12,1.25,0.25,1.25,1.25,0.5,0.5,0.12,1.63,4.63,1.25,2.75,-5.88,26.5,5.25,-10.25,-0.37,1.081074283,0,0,0
-2.25,-2.13,-0.37,-1.75,-3,-0.88,0.12,-0.88,-0.25,-2.5,0.63,0.63,4.5,-2.5,-0.88,-0.88,-4.63,-1.63,-2.25,-0.63,1.25,0.75,1.63,0.37,0.5,0.88,0.5,1.63,4.63,1.63,2.63,10.75,-10.63,-14.75,-19,-18.5,1.093558284,1,0,0
-2.25,-2.13,-0.37,-1.75,-3.38,-0.75,0.25,-1,-0.12,-2.13,0.88,0.12,4.75,-2.63,-0.75,7,-5,-1.37,-2.13,-0.88,1.63,0.12,0.75,0.75,0.37,1.37,0.37,1.88,4.5,0.88,2.75,-10.5,1.12,-20.37,7.25,6.63,1.099862816,0,0,0
